Date;Victim Sex;Total Shootings
04-Sep-16;M;7
05-Sep-16;F;3
05-Sep-16;M;7
06-Sep-16;F;1
06-Sep-16;M;4
07-Sep-16;M;6
08-Sep-16;M;1
09-Sep-16;M;4
10-Sep-16;M;3
11-Sep-16;F;2
12-Sep-16;M;6
14-Sep-16;F;1
14-Sep-16;M;4
15-Sep-16;F;1
15-Sep-16;M;4
16-Sep-16;M;5
17-Sep-16;M;4
18-Sep-16;M;2
19-Sep-16;M;1
20-Sep-16;M;3
20-Sep-16;U;1
21-Sep-16;M;4
22-Sep-16;M;1
23-Sep-16;M;1
24-Sep-16;M;2
25-Sep-16;M;3
26-Sep-16;F;2
26-Sep-16;M;4
27-Sep-16;M;5
28-Sep-16;M;6
29-Sep-16;M;4
30-Sep-16;M;3
01-Oct-16;F;1
01-Oct-16;M;2
02-Oct-16;M;3
03-Oct-16;M;5
04-Oct-16;M;3
05-Oct-16;F;1
05-Oct-16;M;3
06-Oct-16;M;2
08-Oct-16;M;7
09-Oct-16;F;1
09-Oct-16;M;1
11-Oct-16;M;2
12-Oct-16;M;5
13-Oct-16;M;2
14-Oct-16;M;3
15-Oct-16;F;1
15-Oct-16;M;6
16-Oct-16;M;8
17-Oct-16;M;2
18-Oct-16;M;3
20-Oct-16;M;2
21-Oct-16;M;1
22-Oct-16;F;1
22-Oct-16;M;2
23-Oct-16;M;5
24-Oct-16;M;1
25-Oct-16;M;1
26-Oct-16;F;1
27-Oct-16;M;2
28-Oct-16;M;2
29-Oct-16;M;8
30-Oct-16;F;2
30-Oct-16;M;9
31-Oct-16;M;7
01-Nov-16;M;2
02-Nov-16;F;2
03-Nov-16;F;1
04-Nov-16;M;6
05-Nov-16;M;1
07-Nov-16;M;1
08-Nov-16;M;1
09-Nov-16;M;3
11-Nov-16;M;1
12-Nov-16;M;3
13-Nov-16;F;2
13-Nov-16;M;5
14-Nov-16;M;4
16-Nov-16;M;2
17-Nov-16;F;1
17-Nov-16;M;2
18-Nov-16;M;2
19-Nov-16;M;2
20-Nov-16;M;4
21-Nov-16;M;3
22-Nov-16;M;1
23-Nov-16;F;1
23-Nov-16;M;5
24-Nov-16;M;3
25-Nov-16;F;1
25-Nov-16;M;3
26-Nov-16;F;1
26-Nov-16;M;2
27-Nov-16;F;1
27-Nov-16;M;6
28-Nov-16;F;1
28-Nov-16;M;3
30-Nov-16;F;1
02-Dec-16;M;1
03-Dec-16;M;2
04-Dec-16;F;1
04-Dec-16;M;3
05-Dec-16;M;2
06-Dec-16;M;2
07-Dec-16;M;2
08-Dec-16;M;4
09-Dec-16;F;2
09-Dec-16;M;1
10-Dec-16;M;4
11-Dec-16;F;1
11-Dec-16;M;10
12-Dec-16;M;3
13-Dec-16;M;3
14-Dec-16;M;2
15-Dec-16;M;1
16-Dec-16;M;1
17-Dec-16;M;2
18-Dec-16;M;1
19-Dec-16;M;2
20-Dec-16;M;1
22-Dec-16;F;1
23-Dec-16;M;2
24-Dec-16;M;2
25-Dec-16;M;3
26-Dec-16;M;2
27-Dec-16;M;2
28-Dec-16;M;1
29-Dec-16;M;2
30-Dec-16;M;2
31-Dec-16;M;6
01-Jan-17;M;7
02-Jan-17;M;7
03-Jan-17;M;3
04-Jan-17;M;2
05-Jan-17;M;1
06-Jan-17;F;2
06-Jan-17;M;2
11-Jan-17;M;1
12-Jan-17;M;1
13-Jan-17;F;1
14-Jan-17;M;1
15-Jan-17;M;4
16-Jan-17;M;3
17-Jan-17;M;2
18-Jan-17;M;1
20-Jan-17;M;1
21-Jan-17;M;5
22-Jan-17;M;3
24-Jan-17;M;3
25-Jan-17;M;3
26-Jan-17;M;3
27-Jan-17;F;1
27-Jan-17;M;3
28-Jan-17;F;1
28-Jan-17;M;2
29-Jan-17;M;2
30-Jan-17;M;2
31-Jan-17;M;1
01-Feb-17;M;1
02-Feb-17;M;1
03-Feb-17;M;3
04-Feb-17;M;1
05-Feb-17;M;3
06-Feb-17;M;1
08-Feb-17;M;9
09-Feb-17;M;1
11-Feb-17;M;2
15-Feb-17;F;1
15-Feb-17;M;3
17-Feb-17;M;1
18-Feb-17;M;1
19-Feb-17;M;4
20-Feb-17;M;8
22-Feb-17;F;1
22-Feb-17;M;2
23-Feb-17;M;1
24-Feb-17;M;1
25-Feb-17;M;1
27-Feb-17;M;2
01-Mar-17;F;1
01-Mar-17;M;1
02-Mar-17;M;1
03-Mar-17;M;1
04-Mar-17;F;1
04-Mar-17;M;1
06-Mar-17;M;1
07-Mar-17;M;1
08-Mar-17;M;6
09-Mar-17;M;2
10-Mar-17;M;1
11-Mar-17;M;2
12-Mar-17;F;1
12-Mar-17;M;1
13-Mar-17;M;1
14-Mar-17;F;1
14-Mar-17;M;1
15-Mar-17;M;2
16-Mar-17;F;1
16-Mar-17;M;2
17-Mar-17;M;2
18-Mar-17;F;1
18-Mar-17;M;1
19-Mar-17;M;1
20-Mar-17;M;1
21-Mar-17;F;1
21-Mar-17;M;3
22-Mar-17;M;2
24-Mar-17;M;2
25-Mar-17;M;2
26-Mar-17;M;3
27-Mar-17;F;1
28-Mar-17;M;3
29-Mar-17;M;3
31-Mar-17;M;1
01-Apr-17;M;2
02-Apr-17;F;1
03-Apr-17;M;3
04-Apr-17;M;4
06-Apr-17;M;1
08-Apr-17;F;1
08-Apr-17;M;2
09-Apr-17;M;4
10-Apr-17;F;1
10-Apr-17;M;3
11-Apr-17;M;7
13-Apr-17;M;1
14-Apr-17;M;1
15-Apr-17;M;3
16-Apr-17;F;1
16-Apr-17;M;7
17-Apr-17;M;5
18-Apr-17;M;4
20-Apr-17;F;1
20-Apr-17;M;1
22-Apr-17;M;3
24-Apr-17;F;1
24-Apr-17;M;4
27-Apr-17;F;1
27-Apr-17;M;3
28-Apr-17;M;10
29-Apr-17;M;4
30-Apr-17;M;2
01-May-17;F;1
01-May-17;M;6
02-May-17;M;2
03-May-17;M;2
06-May-17;M;1
07-May-17;M;2
08-May-17;M;2
09-May-17;M;1
10-May-17;M;2
11-May-17;M;1
12-May-17;M;1
13-May-17;M;2
14-May-17;F;1
14-May-17;M;8
15-May-17;M;4
16-May-17;M;1
18-May-17;M;2
19-May-17;F;1
19-May-17;M;2
20-May-17;M;3
21-May-17;M;2
22-May-17;M;3
23-May-17;F;1
24-May-17;F;1
24-May-17;M;2
25-May-17;M;2
26-May-17;F;1
26-May-17;M;4
27-May-17;M;11
28-May-17;M;3
29-May-17;M;1
30-May-17;M;2
31-May-17;M;10
01-Jun-17;M;3
02-Jun-17;F;1
02-Jun-17;M;1
03-Jun-17;M;4
04-Jun-17;M;3
05-Jun-17;M;1
06-Jun-17;M;1
07-Jun-17;M;3
08-Jun-17;M;2
09-Jun-17;M;6
10-Jun-17;M;2
11-Jun-17;F;1
11-Jun-17;M;12
13-Jun-17;M;2
14-Jun-17;M;2
16-Jun-17;M;4
17-Jun-17;M;7
18-Jun-17;F;1
18-Jun-17;M;3
19-Jun-17;M;2
20-Jun-17;M;2
21-Jun-17;M;4
22-Jun-17;M;3
23-Jun-17;F;1
23-Jun-17;M;2
24-Jun-17;F;5
24-Jun-17;M;8
25-Jun-17;F;2
25-Jun-17;M;6
28-Jun-17;M;2
29-Jun-17;M;2
30-Jun-17;F;2
30-Jun-17;M;13
01-Jul-17;M;6
02-Jul-17;F;1
02-Jul-17;M;4
03-Jul-17;M;4
04-Jul-17;F;1
04-Jul-17;M;1
05-Jul-17;F;3
05-Jul-17;M;5
07-Jul-17;M;7
09-Jul-17;M;6
10-Jul-17;M;1
11-Jul-17;M;3
12-Jul-17;F;3
12-Jul-17;M;2
13-Jul-17;M;5
14-Jul-17;M;8
15-Jul-17;M;1
16-Jul-17;M;1
17-Jul-17;M;2
18-Jul-17;M;1
19-Jul-17;M;3
20-Jul-17;F;2
20-Jul-17;M;1
21-Jul-17;M;5
22-Jul-17;M;2
23-Jul-17;M;7
24-Jul-17;M;1
25-Jul-17;M;4
26-Jul-17;F;1
26-Jul-17;M;1
27-Jul-17;F;1
27-Jul-17;M;1
28-Jul-17;M;2
29-Jul-17;F;2
29-Jul-17;M;1
30-Jul-17;M;3
31-Jul-17;M;2
01-Aug-17;M;1
02-Aug-17;M;1
03-Aug-17;M;3
04-Aug-17;F;1
04-Aug-17;M;4
05-Aug-17;M;3
06-Aug-17;F;2
06-Aug-17;M;7
07-Aug-17;M;2
08-Aug-17;M;3
09-Aug-17;M;3
10-Aug-17;M;3
12-Aug-17;M;1
13-Aug-17;M;2
14-Aug-17;M;4
15-Aug-17;F;1
15-Aug-17;M;3
17-Aug-17;F;1
17-Aug-17;M;1
18-Aug-17;M;7
19-Aug-17;M;4
20-Aug-17;F;1
20-Aug-17;M;10
21-Aug-17;M;4
22-Aug-17;M;3
24-Aug-17;M;2
25-Aug-17;M;3
26-Aug-17;M;2
27-Aug-17;M;5
28-Aug-17;M;1
29-Aug-17;M;3
30-Aug-17;F;1
30-Aug-17;M;4
01-Sep-17;M;1
02-Sep-17;M;1
03-Sep-17;M;5
04-Sep-17;M;6
05-Sep-17;M;10
06-Sep-17;M;1
07-Sep-17;M;5
08-Sep-17;M;1
09-Sep-17;M;5
10-Sep-17;F;1
10-Sep-17;M;3
11-Sep-17;F;1
11-Sep-17;M;4
13-Sep-17;M;2
14-Sep-17;M;1
15-Sep-17;M;1
16-Sep-17;M;5
17-Sep-17;F;2
17-Sep-17;M;5
20-Sep-17;M;2
21-Sep-17;F;1
21-Sep-17;M;1
22-Sep-17;M;2
23-Sep-17;M;1
24-Sep-17;M;3
25-Sep-17;F;1
25-Sep-17;M;3
26-Sep-17;M;8
27-Sep-17;M;1
28-Sep-17;M;1
29-Sep-17;M;5
30-Sep-17;M;1
01-Oct-17;F;1
01-Oct-17;M;2
03-Oct-17;M;1
04-Oct-17;M;2
05-Oct-17;F;1
05-Oct-17;M;2
06-Oct-17;M;2
07-Oct-17;F;2
07-Oct-17;M;2
08-Oct-17;M;1
09-Oct-17;M;2
10-Oct-17;M;9
11-Oct-17;M;1
12-Oct-17;M;5
13-Oct-17;M;3
14-Oct-17;M;2
15-Oct-17;F;1
15-Oct-17;M;5
16-Oct-17;M;1
17-Oct-17;M;5
18-Oct-17;M;2
19-Oct-17;M;3
20-Oct-17;M;6
21-Oct-17;M;2
22-Oct-17;M;1
23-Oct-17;M;4
24-Oct-17;M;2
25-Oct-17;M;5
27-Oct-17;F;1
27-Oct-17;M;2
28-Oct-17;M;3
29-Oct-17;M;3
31-Oct-17;M;5
01-Nov-17;F;1
01-Nov-17;M;1
03-Nov-17;M;8
04-Nov-17;M;4
05-Nov-17;M;1
06-Nov-17;M;2
07-Nov-17;F;2
07-Nov-17;M;3
08-Nov-17;M;1
11-Nov-17;M;5
12-Nov-17;F;1
12-Nov-17;M;1
14-Nov-17;M;1
16-Nov-17;M;1
17-Nov-17;M;2
18-Nov-17;M;4
19-Nov-17;M;1
20-Nov-17;M;2
21-Nov-17;F;2
21-Nov-17;M;6
22-Nov-17;M;2
23-Nov-17;M;1
24-Nov-17;M;4
25-Nov-17;M;1
26-Nov-17;M;1
27-Nov-17;M;2
28-Nov-17;M;1
01-Dec-17;M;2
02-Dec-17;M;4
03-Dec-17;F;1
03-Dec-17;M;2
04-Dec-17;M;2
06-Dec-17;M;2
07-Dec-17;M;1
08-Dec-17;M;3
09-Dec-17;M;2
10-Dec-17;M;2
11-Dec-17;M;1
12-Dec-17;M;1
13-Dec-17;M;4
14-Dec-17;M;1
15-Dec-17;M;3
16-Dec-17;M;4
17-Dec-17;M;2
18-Dec-17;M;3
19-Dec-17;M;3
20-Dec-17;M;2
21-Dec-17;F;1
21-Dec-17;M;3
22-Dec-17;F;1
22-Dec-17;M;2
23-Dec-17;M;3
24-Dec-17;M;2
25-Dec-17;F;1
25-Dec-17;M;6
26-Dec-17;M;2
28-Dec-17;M;3
29-Dec-17;M;4
31-Dec-17;M;3
01-Jan-18;M;5
03-Jan-18;F;1
03-Jan-18;M;3
05-Jan-18;M;1
06-Jan-18;F;6
06-Jan-18;M;14
08-Jan-18;M;1
09-Jan-18;M;4
10-Jan-18;F;2
11-Jan-18;M;1
13-Jan-18;F;1
13-Jan-18;M;2
14-Jan-18;M;5
15-Jan-18;F;1
15-Jan-18;M;1
16-Jan-18;M;5
18-Jan-18;M;4
19-Jan-18;M;1
21-Jan-18;F;1
21-Jan-18;M;2
22-Jan-18;M;2
23-Jan-18;M;2
24-Jan-18;M;4
26-Jan-18;F;1
27-Jan-18;M;3
28-Jan-18;F;5
28-Jan-18;M;6
29-Jan-18;M;1
30-Jan-18;M;1
31-Jan-18;M;2
02-Feb-18;M;3
04-Feb-18;M;2
05-Feb-18;M;3
06-Feb-18;M;1
08-Feb-18;M;6
09-Feb-18;M;3
12-Feb-18;M;1
13-Feb-18;M;1
15-Feb-18;M;1
17-Feb-18;M;2
18-Feb-18;F;1
19-Feb-18;F;1
19-Feb-18;M;2
21-Feb-18;M;1
22-Feb-18;M;1
24-Feb-18;M;2
26-Feb-18;F;2
27-Feb-18;M;3
28-Feb-18;M;5
02-Mar-18;M;1
03-Mar-18;M;4
04-Mar-18;M;1
05-Mar-18;M;4
06-Mar-18;M;2
07-Mar-18;M;1
08-Mar-18;M;2
09-Mar-18;M;2
10-Mar-18;M;2
11-Mar-18;M;1
12-Mar-18;F;1
12-Mar-18;M;2
14-Mar-18;F;1
14-Mar-18;M;3
15-Mar-18;M;1
16-Mar-18;M;1
17-Mar-18;M;3
18-Mar-18;M;1
21-Mar-18;F;1
22-Mar-18;M;3
23-Mar-18;M;1
24-Mar-18;M;4
25-Mar-18;M;2
26-Mar-18;M;1
28-Mar-18;M;2
29-Mar-18;M;1
30-Mar-18;M;4
31-Mar-18;M;4
01-Apr-18;M;2
03-Apr-18;M;1
04-Apr-18;M;1
05-Apr-18;M;1
07-Apr-18;M;3
09-Apr-18;F;1
09-Apr-18;M;4
10-Apr-18;M;1
11-Apr-18;M;1
12-Apr-18;M;2
13-Apr-18;F;1
13-Apr-18;M;7
14-Apr-18;F;1
14-Apr-18;M;2
15-Apr-18;M;2
16-Apr-18;M;2
17-Apr-18;M;3
18-Apr-18;M;2
19-Apr-18;M;6
21-Apr-18;M;1
22-Apr-18;M;2
23-Apr-18;M;3
24-Apr-18;M;4
25-Apr-18;M;1
26-Apr-18;M;6
27-Apr-18;M;3
28-Apr-18;M;1
29-Apr-18;M;3
30-Apr-18;M;1
01-May-18;M;13
02-May-18;M;5
03-May-18;M;1
04-May-18;M;2
05-May-18;M;5
06-May-18;M;4
07-May-18;M;1
08-May-18;M;1
09-May-18;M;2
10-May-18;M;1
11-May-18;F;4
12-May-18;M;1
13-May-18;M;2
15-May-18;M;2
16-May-18;M;3
17-May-18;M;3
18-May-18;M;1
19-May-18;F;1
19-May-18;M;2
20-May-18;M;4
21-May-18;M;5
22-May-18;M;1
23-May-18;M;2
24-May-18;M;2
25-May-18;M;4
26-May-18;F;2
26-May-18;M;2
27-May-18;F;1
27-May-18;M;6
28-May-18;F;1
28-May-18;M;9
29-May-18;M;3
30-May-18;M;2
02-Jun-18;F;1
02-Jun-18;M;3
03-Jun-18;M;2
05-Jun-18;M;1
06-Jun-18;M;1
07-Jun-18;F;2
07-Jun-18;M;4
08-Jun-18;M;2
09-Jun-18;F;2
09-Jun-18;M;5
10-Jun-18;M;1
11-Jun-18;M;2
12-Jun-18;M;3
13-Jun-18;F;1
13-Jun-18;M;3
14-Jun-18;M;2
16-Jun-18;M;3
17-Jun-18;M;8
18-Jun-18;M;2
19-Jun-18;M;5
20-Jun-18;M;1
21-Jun-18;F;1
21-Jun-18;M;5
22-Jun-18;M;3
23-Jun-18;F;1
23-Jun-18;M;5
24-Jun-18;M;8
25-Jun-18;F;1
26-Jun-18;M;1
27-Jun-18;M;1
28-Jun-18;M;2
29-Jun-18;M;1
30-Jun-18;F;1
30-Jun-18;M;6
01-Jul-18;M;2
02-Jul-18;M;1
03-Jul-18;F;1
03-Jul-18;M;4
04-Jul-18;M;1
05-Jul-18;F;3
05-Jul-18;M;10
06-Jul-18;M;4
07-Jul-18;M;1
08-Jul-18;M;7
09-Jul-18;M;2
10-Jul-18;F;2
10-Jul-18;M;3
11-Jul-18;M;2
13-Jul-18;F;1
13-Jul-18;M;2
14-Jul-18;M;2
15-Jul-18;M;3
16-Jul-18;F;3
16-Jul-18;M;2
17-Jul-18;M;9
19-Jul-18;M;2
20-Jul-18;M;4
21-Jul-18;F;1
21-Jul-18;M;2
22-Jul-18;M;5
23-Jul-18;M;3
24-Jul-18;M;1
25-Jul-18;M;2
26-Jul-18;M;4
28-Jul-18;M;6
29-Jul-18;F;1
29-Jul-18;M;8
30-Jul-18;F;2
30-Jul-18;M;1
31-Jul-18;M;7
02-Aug-18;M;1
03-Aug-18;M;4
04-Aug-18;M;4
05-Aug-18;M;9
06-Aug-18;M;3
07-Aug-18;M;2
08-Aug-18;M;2
09-Aug-18;M;4
11-Aug-18;F;1
11-Aug-18;M;4
12-Aug-18;M;3
13-Aug-18;M;3
14-Aug-18;M;1
15-Aug-18;M;2
16-Aug-18;M;2
17-Aug-18;M;3
18-Aug-18;F;2
18-Aug-18;M;8
19-Aug-18;M;4
20-Aug-18;M;2
21-Aug-18;M;2
22-Aug-18;M;1
23-Aug-18;M;3
24-Aug-18;M;2
25-Aug-18;M;8
26-Aug-18;M;4
27-Aug-18;M;1
28-Aug-18;M;1
29-Aug-18;M;1
30-Aug-18;M;1
31-Aug-18;F;1
31-Aug-18;M;3
01-Sep-18;M;2
02-Sep-18;M;3
03-Sep-18;F;1
03-Sep-18;M;5
04-Sep-18;M;7
05-Sep-18;M;2
06-Sep-18;F;1
06-Sep-18;M;1
07-Sep-18;M;3
08-Sep-18;M;1
09-Sep-18;M;2
12-Sep-18;M;4
13-Sep-18;M;2
14-Sep-18;M;3
15-Sep-18;M;5
16-Sep-18;F;1
17-Sep-18;M;3
18-Sep-18;M;2
19-Sep-18;M;4
20-Sep-18;F;1
20-Sep-18;M;2
21-Sep-18;F;2
21-Sep-18;M;6
22-Sep-18;F;2
22-Sep-18;M;1
23-Sep-18;F;1
23-Sep-18;M;2
24-Sep-18;M;2
25-Sep-18;M;1
26-Sep-18;M;3
27-Sep-18;M;2
28-Sep-18;M;1
29-Sep-18;F;1
29-Sep-18;M;2
30-Sep-18;M;1
01-Oct-18;M;6
02-Oct-18;M;2
03-Oct-18;M;7
04-Oct-18;M;3
05-Oct-18;F;1
05-Oct-18;M;7
06-Oct-18;M;4
07-Oct-18;F;1
07-Oct-18;M;2
08-Oct-18;M;2
09-Oct-18;M;2
10-Oct-18;M;3
11-Oct-18;M;1
15-Oct-18;M;4
16-Oct-18;F;4
16-Oct-18;M;1
17-Oct-18;M;2
19-Oct-18;M;2
20-Oct-18;M;2
23-Oct-18;M;7
24-Oct-18;M;1
25-Oct-18;M;2
26-Oct-18;M;4
28-Oct-18;M;3
29-Oct-18;F;1
29-Oct-18;M;3
30-Oct-18;M;1
31-Oct-18;F;1
31-Oct-18;M;4
01-Nov-18;F;1
01-Nov-18;M;3
02-Nov-18;F;1
02-Nov-18;M;4
03-Nov-18;M;2
04-Nov-18;M;7
05-Nov-18;M;2
06-Nov-18;M;1
09-Nov-18;F;1
09-Nov-18;M;4
10-Nov-18;M;2
11-Nov-18;M;1
12-Nov-18;M;3
14-Nov-18;M;2
15-Nov-18;M;2
17-Nov-18;M;2
18-Nov-18;M;1
19-Nov-18;M;7
21-Nov-18;M;8
22-Nov-18;F;1
22-Nov-18;M;1
24-Nov-18;F;1
25-Nov-18;F;1
25-Nov-18;M;2
26-Nov-18;M;3
27-Nov-18;F;1
27-Nov-18;M;4
28-Nov-18;M;2
29-Nov-18;M;1
01-Dec-18;M;1
02-Dec-18;M;1
03-Dec-18;M;4
04-Dec-18;M;5
05-Dec-18;F;1
05-Dec-18;M;2
06-Dec-18;M;2
07-Dec-18;M;3
08-Dec-18;F;6
08-Dec-18;M;2
08-Dec-18;U;2
09-Dec-18;M;2
10-Dec-18;M;2
11-Dec-18;M;2
12-Dec-18;M;2
14-Dec-18;M;1
15-Dec-18;F;1
15-Dec-18;M;5
16-Dec-18;M;3
18-Dec-18;M;2
20-Dec-18;M;3
21-Dec-18;M;2
22-Dec-18;M;4
23-Dec-18;M;2
24-Dec-18;F;1
25-Dec-18;M;1
26-Dec-18;M;3
28-Dec-18;M;5
30-Dec-18;M;3
31-Dec-18;M;2
01-Jan-19;M;3
02-Jan-19;M;1
03-Jan-19;M;2
04-Jan-19;M;2
05-Jan-19;M;3
06-Jan-19;M;4
07-Jan-19;M;2
08-Jan-19;M;3
09-Jan-19;M;1
11-Jan-19;M;2
12-Jan-19;F;2
13-Jan-19;M;6
14-Jan-19;M;4
17-Jan-19;M;2
18-Jan-19;M;1
19-Jan-19;M;6
20-Jan-19;M;1
21-Jan-19;M;1
24-Jan-19;M;1
25-Jan-19;F;1
25-Jan-19;M;1
26-Jan-19;M;2
27-Jan-19;M;2
28-Jan-19;M;3
30-Jan-19;M;2
31-Jan-19;M;5
01-Feb-19;M;1
02-Feb-19;M;3
03-Feb-19;M;3
04-Feb-19;F;2
04-Feb-19;M;4
05-Feb-19;M;1
06-Feb-19;F;4
06-Feb-19;M;3
08-Feb-19;M;2
09-Feb-19;M;2
10-Feb-19;M;2
11-Feb-19;F;1
11-Feb-19;M;1
12-Feb-19;M;6
14-Feb-19;M;1
16-Feb-19;M;1
17-Feb-19;M;2
18-Feb-19;F;1
18-Feb-19;M;1
19-Feb-19;M;2
22-Feb-19;F;1
22-Feb-19;M;5
23-Feb-19;M;2
24-Feb-19;F;1
24-Feb-19;M;2
25-Feb-19;M;1
26-Feb-19;F;1
26-Feb-19;M;1
27-Feb-19;M;1
28-Feb-19;M;1
02-Mar-19;M;2
04-Mar-19;F;1
04-Mar-19;M;1
05-Mar-19;M;3
06-Mar-19;M;1
09-Mar-19;M;6
10-Mar-19;M;2
11-Mar-19;M;3
12-Mar-19;F;1
12-Mar-19;M;3
13-Mar-19;M;1
15-Mar-19;M;2
16-Mar-19;M;3
17-Mar-19;M;3
18-Mar-19;M;4
19-Mar-19;M;2
20-Mar-19;M;1
21-Mar-19;F;1
21-Mar-19;M;4
22-Mar-19;M;4
23-Mar-19;F;1
23-Mar-19;M;2
24-Mar-19;M;1
25-Mar-19;M;1
26-Mar-19;M;1
27-Mar-19;M;1
28-Mar-19;M;1
30-Mar-19;M;5
31-Mar-19;F;1
31-Mar-19;M;3
01-Apr-19;M;1
03-Apr-19;M;2
04-Apr-19;M;2
06-Apr-19;M;2
07-Apr-19;M;6
08-Apr-19;M;6
09-Apr-19;M;2
10-Apr-19;M;2
11-Apr-19;M;1
13-Apr-19;F;1
13-Apr-19;M;2
14-Apr-19;M;6
15-Apr-19;M;2
16-Apr-19;M;4
17-Apr-19;M;1
18-Apr-19;F;1
18-Apr-19;M;6
19-Apr-19;M;3
20-Apr-19;M;2
21-Apr-19;M;1
22-Apr-19;M;3
23-Apr-19;M;3
24-Apr-19;M;3
27-Apr-19;M;2
29-Apr-19;M;1
30-Apr-19;M;2
02-May-19;M;3
03-May-19;F;1
03-May-19;M;1
04-May-19;M;1
09-May-19;M;3
11-May-19;M;1
14-May-19;M;4
15-May-19;M;4
16-May-19;M;4
17-May-19;M;2
18-May-19;F;1
18-May-19;M;4
19-May-19;M;3
20-May-19;M;2
21-May-19;F;1
22-May-19;M;2
23-May-19;M;4
24-May-19;M;4
25-May-19;M;3
26-May-19;F;2
26-May-19;M;12
27-May-19;M;10
28-May-19;M;5
29-May-19;M;1
30-May-19;M;2
31-May-19;M;1
01-Jun-19;F;1
01-Jun-19;M;9
02-Jun-19;M;2
03-Jun-19;M;2
04-Jun-19;F;2
04-Jun-19;M;2
05-Jun-19;F;1
05-Jun-19;M;2
06-Jun-19;M;2
07-Jun-19;F;2
07-Jun-19;M;8
08-Jun-19;F;1
08-Jun-19;M;4
09-Jun-19;F;1
09-Jun-19;M;3
10-Jun-19;M;3
11-Jun-19;M;1
12-Jun-19;F;1
12-Jun-19;M;4
13-Jun-19;M;2
14-Jun-19;M;2
15-Jun-19;M;2
17-Jun-19;M;3
18-Jun-19;M;1
19-Jun-19;M;2
20-Jun-19;M;4
21-Jun-19;M;1
22-Jun-19;F;1
22-Jun-19;M;2
23-Jun-19;M;8
24-Jun-19;M;3
25-Jun-19;F;1
25-Jun-19;M;5
26-Jun-19;M;2
27-Jun-19;M;3
28-Jun-19;F;1
28-Jun-19;M;5
29-Jun-19;F;1
29-Jun-19;M;3
30-Jun-19;F;1
30-Jun-19;M;3
01-Jul-19;M;2
02-Jul-19;M;1
03-Jul-19;M;6
04-Jul-19;F;1
04-Jul-19;M;2
05-Jul-19;F;1
05-Jul-19;M;14
06-Jul-19;M;2
07-Jul-19;F;2
07-Jul-19;M;1
08-Jul-19;M;4
09-Jul-19;F;1
10-Jul-19;M;2
11-Jul-19;M;2
12-Jul-19;F;1
12-Jul-19;M;2
13-Jul-19;F;1
13-Jul-19;M;8
14-Jul-19;M;6
15-Jul-19;M;4
16-Jul-19;M;2
17-Jul-19;M;2
19-Jul-19;M;4
20-Jul-19;M;1
21-Jul-19;M;4
22-Jul-19;M;1
23-Jul-19;M;2
24-Jul-19;F;1
24-Jul-19;M;4
25-Jul-19;M;5
26-Jul-19;M;2
27-Jul-19;F;4
27-Jul-19;M;9
28-Jul-19;M;9
29-Jul-19;F;1
29-Jul-19;M;3
30-Jul-19;M;2
31-Jul-19;M;1
03-Aug-19;F;1
03-Aug-19;M;3
04-Aug-19;F;1
04-Aug-19;M;3
05-Aug-19;F;2
05-Aug-19;M;5
06-Aug-19;M;3
08-Aug-19;M;2
10-Aug-19;M;4
11-Aug-19;F;2
11-Aug-19;M;8
12-Aug-19;M;4
13-Aug-19;M;5
14-Aug-19;M;2
15-Aug-19;M;2
16-Aug-19;F;1
16-Aug-19;M;4
17-Aug-19;M;2
18-Aug-19;M;3
19-Aug-19;M;1
20-Aug-19;M;4
21-Aug-19;M;3
22-Aug-19;M;4
23-Aug-19;M;4
24-Aug-19;M;3
25-Aug-19;F;1
25-Aug-19;M;5
26-Aug-19;M;4
27-Aug-19;F;1
27-Aug-19;M;3
28-Aug-19;F;1
28-Aug-19;M;1
29-Aug-19;M;2
30-Aug-19;M;7
31-Aug-19;M;4
01-Sep-19;M;1
02-Sep-19;F;3
02-Sep-19;M;11
04-Sep-19;M;3
05-Sep-19;M;1
06-Sep-19;M;3
07-Sep-19;M;1
08-Sep-19;M;1
10-Sep-19;M;1
11-Sep-19;M;3
12-Sep-19;M;4
13-Sep-19;M;2
14-Sep-19;M;2
15-Sep-19;F;1
15-Sep-19;M;3
16-Sep-19;F;1
16-Sep-19;M;1
17-Sep-19;F;1
17-Sep-19;M;2
18-Sep-19;M;2
21-Sep-19;M;4
22-Sep-19;M;5
23-Sep-19;F;2
23-Sep-19;M;5
24-Sep-19;F;1
24-Sep-19;M;3
25-Sep-19;M;1
26-Sep-19;M;3
27-Sep-19;F;2
27-Sep-19;M;7
28-Sep-19;M;1
29-Sep-19;M;3
30-Sep-19;M;2
01-Oct-19;M;1
02-Oct-19;M;3
03-Oct-19;M;4
04-Oct-19;M;2
05-Oct-19;M;4
06-Oct-19;F;1
06-Oct-19;M;4
07-Oct-19;F;1
07-Oct-19;M;1
09-Oct-19;M;2
10-Oct-19;M;1
11-Oct-19;F;1
11-Oct-19;M;1
12-Oct-19;F;5
12-Oct-19;M;10
13-Oct-19;M;3
15-Oct-19;M;1
17-Oct-19;F;1
18-Oct-19;F;1
18-Oct-19;M;1
19-Oct-19;M;1
21-Oct-19;M;1
22-Oct-19;M;1
23-Oct-19;M;2
24-Oct-19;F;1
24-Oct-19;M;2
25-Oct-19;F;1
25-Oct-19;M;5
