Date;Borough;Total Shootings
24 Oct 19;STATEN ISLAND;1
25 Oct 19;BRONX;5
25 Oct 19;QUEENS;1
26 Oct 19;BRONX;1
26 Oct 19;BROOKLYN;2
26 Oct 19;QUEENS;1
27 Oct 19;BRONX;1
27 Oct 19;BROOKLYN;2
28 Oct 19;BRONX;1
28 Oct 19;BROOKLYN;1
28 Oct 19;MANHATTAN;1
28 Oct 19;QUEENS;1
29 Oct 19;BROOKLYN;1
29 Oct 19;QUEENS;1
30 Oct 19;BRONX;1
31 Oct 19;BRONX;3
31 Oct 19;BROOKLYN;1
01 Nov 19;BRONX;1
02 Nov 19;BRONX;1
02 Nov 19;BROOKLYN;2
02 Nov 19;MANHATTAN;1
02 Nov 19;STATEN ISLAND;1
03 Nov 19;BROOKLYN;1
03 Nov 19;QUEENS;1
04 Nov 19;BRONX;4
04 Nov 19;QUEENS;1
05 Nov 19;BROOKLYN;2
05 Nov 19;QUEENS;1
06 Nov 19;BRONX;1
06 Nov 19;BROOKLYN;2
10 Nov 19;BRONX;1
10 Nov 19;BROOKLYN;5
10 Nov 19;MANHATTAN;4
12 Nov 19;BRONX;1
13 Nov 19;BRONX;1
13 Nov 19;BROOKLYN;1
14 Nov 19;BRONX;1
14 Nov 19;MANHATTAN;3
15 Nov 19;BRONX;2
16 Nov 19;BROOKLYN;1
17 Nov 19;BRONX;2
17 Nov 19;BROOKLYN;1
17 Nov 19;MANHATTAN;1
19 Nov 19;BROOKLYN;1
20 Nov 19;BRONX;4
20 Nov 19;BROOKLYN;1
20 Nov 19;STATEN ISLAND;1
21 Nov 19;BRONX;2
23 Nov 19;BROOKLYN;2
25 Nov 19;QUEENS;1
26 Nov 19;BROOKLYN;1
27 Nov 19;BRONX;9
27 Nov 19;QUEENS;1
28 Nov 19;BRONX;1
28 Nov 19;BROOKLYN;1
29 Nov 19;BRONX;1
29 Nov 19;BROOKLYN;1
30 Nov 19;BRONX;1
01 Dec 19;BROOKLYN;2
01 Dec 19;QUEENS;1
01 Dec 19;STATEN ISLAND;1
02 Dec 19;BROOKLYN;2
03 Dec 19;BRONX;1
03 Dec 19;BROOKLYN;1
04 Dec 19;BROOKLYN;2
04 Dec 19;QUEENS;1
05 Dec 19;BRONX;2
06 Dec 19;BRONX;1
06 Dec 19;BROOKLYN;2
07 Dec 19;BRONX;1
07 Dec 19;BROOKLYN;1
07 Dec 19;QUEENS;1
08 Dec 19;BRONX;1
10 Dec 19;BRONX;1
10 Dec 19;STATEN ISLAND;4
11 Dec 19;BROOKLYN;1
14 Dec 19;BRONX;1
15 Dec 19;BROOKLYN;1
15 Dec 19;MANHATTAN;1
16 Dec 19;MANHATTAN;1
16 Dec 19;STATEN ISLAND;1
18 Dec 19;MANHATTAN;1
18 Dec 19;QUEENS;1
19 Dec 19;BROOKLYN;1
19 Dec 19;MANHATTAN;1
19 Dec 19;QUEENS;1
20 Dec 19;BRONX;1
21 Dec 19;BRONX;1
21 Dec 19;BROOKLYN;2
23 Dec 19;BRONX;2
23 Dec 19;BROOKLYN;3
23 Dec 19;QUEENS;1
24 Dec 19;BROOKLYN;1
25 Dec 19;BRONX;1
25 Dec 19;BROOKLYN;2
26 Dec 19;QUEENS;1
27 Dec 19;BRONX;1
27 Dec 19;BROOKLYN;1
27 Dec 19;QUEENS;1
28 Dec 19;BROOKLYN;1
28 Dec 19;MANHATTAN;1
28 Dec 19;STATEN ISLAND;1
29 Dec 19;BROOKLYN;1
30 Dec 19;BROOKLYN;3
31 Dec 19;BROOKLYN;1
31 Dec 19;MANHATTAN;1
01 Jan 20;BRONX;2
01 Jan 20;BROOKLYN;1
01 Jan 20;MANHATTAN;1
02 Jan 20;BROOKLYN;6
02 Jan 20;MANHATTAN;2
03 Jan 20;BRONX;1
04 Jan 20;BROOKLYN;1
04 Jan 20;QUEENS;2
05 Jan 20;BROOKLYN;2
05 Jan 20;MANHATTAN;1
06 Jan 20;BRONX;1
07 Jan 20;BRONX;2
07 Jan 20;BROOKLYN;4
07 Jan 20;QUEENS;1
09 Jan 20;BROOKLYN;1
09 Jan 20;MANHATTAN;1
10 Jan 20;MANHATTAN;1
11 Jan 20;BRONX;4
11 Jan 20;QUEENS;1
11 Jan 20;STATEN ISLAND;1
12 Jan 20;BRONX;2
12 Jan 20;MANHATTAN;1
13 Jan 20;BRONX;2
13 Jan 20;BROOKLYN;1
13 Jan 20;QUEENS;8
14 Jan 20;QUEENS;1
15 Jan 20;BROOKLYN;2
15 Jan 20;QUEENS;1
16 Jan 20;BROOKLYN;1
16 Jan 20;MANHATTAN;1
18 Jan 20;BRONX;3
19 Jan 20;BRONX;2
20 Jan 20;BROOKLYN;1
20 Jan 20;MANHATTAN;8
21 Jan 20;QUEENS;2
22 Jan 20;BRONX;1
23 Jan 20;BRONX;2
23 Jan 20;MANHATTAN;5
24 Jan 20;BROOKLYN;1
25 Jan 20;BRONX;2
25 Jan 20;BROOKLYN;1
25 Jan 20;MANHATTAN;1
25 Jan 20;QUEENS;1
26 Jan 20;BRONX;1
26 Jan 20;MANHATTAN;2
27 Jan 20;BROOKLYN;1
28 Jan 20;QUEENS;2
29 Jan 20;BROOKLYN;2
01 Feb 20;BRONX;2
02 Feb 20;BROOKLYN;1
02 Feb 20;MANHATTAN;1
03 Feb 20;BRONX;1
04 Feb 20;BROOKLYN;2
05 Feb 20;MANHATTAN;1
05 Feb 20;QUEENS;2
07 Feb 20;BROOKLYN;1
08 Feb 20;BRONX;1
08 Feb 20;BROOKLYN;2
08 Feb 20;QUEENS;2
09 Feb 20;BRONX;2
09 Feb 20;BROOKLYN;1
10 Feb 20;BRONX;1
11 Feb 20;BROOKLYN;1
12 Feb 20;MANHATTAN;2
13 Feb 20;QUEENS;1
14 Feb 20;BRONX;1
14 Feb 20;BROOKLYN;1
16 Feb 20;BROOKLYN;1
17 Feb 20;QUEENS;2
18 Feb 20;BRONX;3
18 Feb 20;STATEN ISLAND;1
19 Feb 20;MANHATTAN;1
19 Feb 20;QUEENS;2
21 Feb 20;BROOKLYN;2
21 Feb 20;QUEENS;2
22 Feb 20;QUEENS;1
23 Feb 20;QUEENS;1
24 Feb 20;BROOKLYN;1
24 Feb 20;STATEN ISLAND;1
26 Feb 20;MANHATTAN;2
27 Feb 20;BROOKLYN;1
27 Feb 20;QUEENS;2
28 Feb 20;QUEENS;1
29 Feb 20;QUEENS;1
01 Mar 20;BRONX;1
03 Mar 20;BROOKLYN;2
03 Mar 20;MANHATTAN;1
04 Mar 20;BROOKLYN;2
05 Mar 20;MANHATTAN;5
06 Mar 20;BROOKLYN;1
07 Mar 20;BROOKLYN;1
07 Mar 20;QUEENS;1
08 Mar 20;BROOKLYN;4
08 Mar 20;MANHATTAN;1
09 Mar 20;BRONX;2
09 Mar 20;BROOKLYN;2
10 Mar 20;BRONX;4
10 Mar 20;MANHATTAN;1
12 Mar 20;STATEN ISLAND;1
13 Mar 20;BROOKLYN;1
13 Mar 20;MANHATTAN;2
14 Mar 20;BROOKLYN;3
14 Mar 20;MANHATTAN;1
14 Mar 20;STATEN ISLAND;1
15 Mar 20;BRONX;2
15 Mar 20;BROOKLYN;1
16 Mar 20;BROOKLYN;1
18 Mar 20;BROOKLYN;1
19 Mar 20;BROOKLYN;1
20 Mar 20;BRONX;1
20 Mar 20;BROOKLYN;1
20 Mar 20;MANHATTAN;1
20 Mar 20;QUEENS;2
21 Mar 20;BRONX;1
21 Mar 20;BROOKLYN;1
21 Mar 20;MANHATTAN;6
21 Mar 20;QUEENS;3
22 Mar 20;BROOKLYN;2
23 Mar 20;BROOKLYN;1
26 Mar 20;STATEN ISLAND;1
27 Mar 20;BRONX;1
27 Mar 20;QUEENS;3
28 Mar 20;BROOKLYN;1
29 Mar 20;BRONX;1
29 Mar 20;BROOKLYN;1
30 Mar 20;BROOKLYN;1
01 Apr 20;BRONX;1
01 Apr 20;BROOKLYN;1
02 Apr 20;BRONX;2
04 Apr 20;BROOKLYN;1
05 Apr 20;BROOKLYN;2
06 Apr 20;BROOKLYN;4
06 Apr 20;QUEENS;2
07 Apr 20;BRONX;1
07 Apr 20;BROOKLYN;2
08 Apr 20;QUEENS;3
08 Apr 20;STATEN ISLAND;1
09 Apr 20;QUEENS;1
10 Apr 20;BRONX;2
10 Apr 20;MANHATTAN;2
11 Apr 20;BRONX;1
11 Apr 20;BROOKLYN;3
11 Apr 20;MANHATTAN;2
13 Apr 20;BROOKLYN;1
14 Apr 20;BROOKLYN;1
14 Apr 20;STATEN ISLAND;1
15 Apr 20;BROOKLYN;1
15 Apr 20;QUEENS;1
16 Apr 20;MANHATTAN;1
17 Apr 20;BRONX;1
18 Apr 20;BRONX;3
19 Apr 20;BRONX;1
19 Apr 20;BROOKLYN;2
20 Apr 20;BROOKLYN;3
20 Apr 20;MANHATTAN;1
22 Apr 20;BRONX;1
22 Apr 20;QUEENS;1
24 Apr 20;BRONX;1
25 Apr 20;BRONX;1
25 Apr 20;BROOKLYN;1
25 Apr 20;MANHATTAN;4
26 Apr 20;BRONX;1
27 Apr 20;BRONX;1
27 Apr 20;BROOKLYN;2
29 Apr 20;BRONX;1
29 Apr 20;BROOKLYN;3
30 Apr 20;BRONX;2
30 Apr 20;BROOKLYN;1
30 Apr 20;QUEENS;1
01 May 20;BROOKLYN;1
02 May 20;BRONX;12
02 May 20;MANHATTAN;1
02 May 20;QUEENS;2
03 May 20;BRONX;1
03 May 20;MANHATTAN;2
03 May 20;QUEENS;2
04 May 20;BROOKLYN;2
05 May 20;BROOKLYN;2
05 May 20;MANHATTAN;1
06 May 20;BROOKLYN;1
07 May 20;BRONX;1
07 May 20;BROOKLYN;1
07 May 20;QUEENS;1
08 May 20;BROOKLYN;1
09 May 20;MANHATTAN;1
10 May 20;BROOKLYN;2
10 May 20;MANHATTAN;1
11 May 20;MANHATTAN;1
11 May 20;QUEENS;1
11 May 20;STATEN ISLAND;6
12 May 20;BROOKLYN;1
12 May 20;STATEN ISLAND;1
13 May 20;BROOKLYN;4
13 May 20;MANHATTAN;1
14 May 20;BRONX;1
14 May 20;QUEENS;8
15 May 20;BRONX;2
15 May 20;BROOKLYN;4
15 May 20;MANHATTAN;2
16 May 20;BRONX;1
16 May 20;BROOKLYN;2
16 May 20;MANHATTAN;2
16 May 20;QUEENS;6
17 May 20;BRONX;2
17 May 20;BROOKLYN;3
17 May 20;QUEENS;1
18 May 20;QUEENS;1
19 May 20;BRONX;2
19 May 20;BROOKLYN;2
19 May 20;QUEENS;1
20 May 20;BRONX;1
20 May 20;MANHATTAN;2
21 May 20;BRONX;1
21 May 20;BROOKLYN;2
21 May 20;MANHATTAN;1
22 May 20;BRONX;2
22 May 20;BROOKLYN;4
22 May 20;STATEN ISLAND;1
23 May 20;BRONX;1
23 May 20;BROOKLYN;1
23 May 20;QUEENS;2
24 May 20;BRONX;4
25 May 20;BRONX;1
25 May 20;BROOKLYN;2
26 May 20;BRONX;1
26 May 20;BROOKLYN;4
28 May 20;MANHATTAN;1
29 May 20;BROOKLYN;2
29 May 20;MANHATTAN;1
30 May 20;BRONX;1
30 May 20;BROOKLYN;4
30 May 20;MANHATTAN;1
30 May 20;QUEENS;2
31 May 20;BRONX;1
31 May 20;BROOKLYN;2
31 May 20;QUEENS;2
01 Jun 20;BRONX;1
01 Jun 20;BROOKLYN;4
01 Jun 20;MANHATTAN;3
01 Jun 20;QUEENS;4
02 Jun 20;BRONX;4
02 Jun 20;BROOKLYN;5
03 Jun 20;BRONX;5
03 Jun 20;BROOKLYN;2
04 Jun 20;BROOKLYN;1
04 Jun 20;MANHATTAN;1
05 Jun 20;BRONX;2
05 Jun 20;BROOKLYN;4
05 Jun 20;QUEENS;1
06 Jun 20;BRONX;2
06 Jun 20;BROOKLYN;2
06 Jun 20;MANHATTAN;1
06 Jun 20;QUEENS;1
07 Jun 20;BRONX;1
07 Jun 20;BROOKLYN;3
08 Jun 20;BRONX;1
08 Jun 20;BROOKLYN;7
08 Jun 20;QUEENS;2
09 Jun 20;BROOKLYN;2
09 Jun 20;QUEENS;1
10 Jun 20;BRONX;1
10 Jun 20;BROOKLYN;1
11 Jun 20;BROOKLYN;2
11 Jun 20;QUEENS;2
12 Jun 20;BRONX;9
12 Jun 20;QUEENS;2
13 Jun 20;BRONX;2
13 Jun 20;BROOKLYN;1
13 Jun 20;MANHATTAN;2
13 Jun 20;QUEENS;1
14 Jun 20;BRONX;5
14 Jun 20;BROOKLYN;1
14 Jun 20;MANHATTAN;1
14 Jun 20;QUEENS;2
15 Jun 20;BRONX;4
15 Jun 20;BROOKLYN;2
15 Jun 20;QUEENS;2
15 Jun 20;STATEN ISLAND;1
16 Jun 20;BRONX;1
16 Jun 20;BROOKLYN;1
16 Jun 20;MANHATTAN;2
17 Jun 20;BRONX;3
17 Jun 20;BROOKLYN;5
17 Jun 20;MANHATTAN;1
17 Jun 20;QUEENS;1
18 Jun 20;BRONX;1
18 Jun 20;BROOKLYN;5
18 Jun 20;MANHATTAN;2
19 Jun 20;BRONX;1
19 Jun 20;BROOKLYN;7
19 Jun 20;MANHATTAN;1
19 Jun 20;QUEENS;2
20 Jun 20;BRONX;12
20 Jun 20;BROOKLYN;6
20 Jun 20;MANHATTAN;2
20 Jun 20;QUEENS;1
21 Jun 20;BROOKLYN;5
21 Jun 20;STATEN ISLAND;1
22 Jun 20;BRONX;7
22 Jun 20;BROOKLYN;4
22 Jun 20;MANHATTAN;1
22 Jun 20;STATEN ISLAND;1
23 Jun 20;BRONX;2
23 Jun 20;BROOKLYN;4
23 Jun 20;QUEENS;3
23 Jun 20;STATEN ISLAND;1
24 Jun 20;BRONX;1
24 Jun 20;QUEENS;3
25 Jun 20;BRONX;3
25 Jun 20;BROOKLYN;2
25 Jun 20;MANHATTAN;4
26 Jun 20;BRONX;3
26 Jun 20;BROOKLYN;2
26 Jun 20;MANHATTAN;6
26 Jun 20;QUEENS;1
27 Jun 20;BRONX;4
27 Jun 20;BROOKLYN;9
27 Jun 20;MANHATTAN;5
27 Jun 20;QUEENS;3
28 Jun 20;BRONX;2
28 Jun 20;BROOKLYN;7
28 Jun 20;MANHATTAN;2
28 Jun 20;QUEENS;1
29 Jun 20;BROOKLYN;7
29 Jun 20;QUEENS;2
30 Jun 20;BRONX;2
30 Jun 20;BROOKLYN;8
30 Jun 20;MANHATTAN;2
30 Jun 20;QUEENS;2
01 Jul 20;BRONX;2
01 Jul 20;BROOKLYN;1
02 Jul 20;BRONX;2
02 Jul 20;BROOKLYN;8
02 Jul 20;MANHATTAN;2
02 Jul 20;QUEENS;1
02 Jul 20;STATEN ISLAND;1
03 Jul 20;BRONX;1
03 Jul 20;BROOKLYN;4
03 Jul 20;QUEENS;2
03 Jul 20;STATEN ISLAND;1
04 Jul 20;BRONX;1
04 Jul 20;BROOKLYN;3
04 Jul 20;MANHATTAN;3
04 Jul 20;QUEENS;1
05 Jul 20;BRONX;14
05 Jul 20;BROOKLYN;16
05 Jul 20;MANHATTAN;16
05 Jul 20;STATEN ISLAND;1
06 Jul 20;BROOKLYN;4
06 Jul 20;QUEENS;1
07 Jul 20;BRONX;1
07 Jul 20;BROOKLYN;14
07 Jul 20;QUEENS;2
08 Jul 20;BROOKLYN;4
08 Jul 20;MANHATTAN;1
09 Jul 20;BROOKLYN;5
09 Jul 20;MANHATTAN;4
09 Jul 20;QUEENS;1
10 Jul 20;BRONX;2
10 Jul 20;BROOKLYN;3
10 Jul 20;MANHATTAN;1
11 Jul 20;BRONX;2
11 Jul 20;BROOKLYN;5
11 Jul 20;MANHATTAN;2
11 Jul 20;QUEENS;5
12 Jul 20;BRONX;1
12 Jul 20;BROOKLYN;9
12 Jul 20;MANHATTAN;2
12 Jul 20;QUEENS;2
12 Jul 20;STATEN ISLAND;1
13 Jul 20;BRONX;1
13 Jul 20;BROOKLYN;12
13 Jul 20;MANHATTAN;2
13 Jul 20;QUEENS;1
13 Jul 20;STATEN ISLAND;1
14 Jul 20;BRONX;4
14 Jul 20;BROOKLYN;5
14 Jul 20;MANHATTAN;1
14 Jul 20;QUEENS;1
15 Jul 20;BRONX;2
15 Jul 20;BROOKLYN;10
16 Jul 20;BRONX;3
16 Jul 20;BROOKLYN;6
16 Jul 20;MANHATTAN;2
17 Jul 20;BRONX;6
17 Jul 20;BROOKLYN;2
17 Jul 20;MANHATTAN;1
18 Jul 20;BRONX;2
18 Jul 20;BROOKLYN;4
19 Jul 20;BRONX;5
19 Jul 20;BROOKLYN;5
20 Jul 20;BRONX;4
20 Jul 20;BROOKLYN;3
20 Jul 20;QUEENS;3
21 Jul 20;BRONX;1
21 Jul 20;BROOKLYN;2
21 Jul 20;QUEENS;2
22 Jul 20;BROOKLYN;2
22 Jul 20;STATEN ISLAND;2
23 Jul 20;BROOKLYN;1
24 Jul 20;BRONX;2
24 Jul 20;BROOKLYN;7
25 Jul 20;BRONX;1
25 Jul 20;BROOKLYN;3
25 Jul 20;MANHATTAN;1
25 Jul 20;QUEENS;2
26 Jul 20;BRONX;6
26 Jul 20;BROOKLYN;19
26 Jul 20;QUEENS;2
26 Jul 20;STATEN ISLAND;2
27 Jul 20;BRONX;2
27 Jul 20;BROOKLYN;4
27 Jul 20;MANHATTAN;2
27 Jul 20;QUEENS;2
27 Jul 20;STATEN ISLAND;1
28 Jul 20;BROOKLYN;7
28 Jul 20;MANHATTAN;3
29 Jul 20;BRONX;1
29 Jul 20;BROOKLYN;2
30 Jul 20;BROOKLYN;1
30 Jul 20;MANHATTAN;1
31 Jul 20;BRONX;4
31 Jul 20;BROOKLYN;2
01 Aug 20;BRONX;2
01 Aug 20;BROOKLYN;1
01 Aug 20;QUEENS;3
02 Aug 20;BRONX;4
02 Aug 20;BROOKLYN;10
02 Aug 20;MANHATTAN;1
02 Aug 20;QUEENS;1
03 Aug 20;BRONX;7
03 Aug 20;BROOKLYN;5
03 Aug 20;MANHATTAN;1
03 Aug 20;QUEENS;4
04 Aug 20;MANHATTAN;1
04 Aug 20;QUEENS;1
05 Aug 20;BROOKLYN;3
05 Aug 20;QUEENS;2
06 Aug 20;BROOKLYN;7
06 Aug 20;MANHATTAN;1
06 Aug 20;QUEENS;2
07 Aug 20;BRONX;2
07 Aug 20;BROOKLYN;1
08 Aug 20;BRONX;3
08 Aug 20;BROOKLYN;3
09 Aug 20;BRONX;4
09 Aug 20;BROOKLYN;3
09 Aug 20;MANHATTAN;3
09 Aug 20;QUEENS;3
10 Aug 20;BRONX;2
10 Aug 20;QUEENS;1
10 Aug 20;STATEN ISLAND;4
11 Aug 20;BRONX;4
11 Aug 20;BROOKLYN;5
12 Aug 20;BRONX;2
12 Aug 20;BROOKLYN;6
13 Aug 20;BRONX;2
13 Aug 20;BROOKLYN;4
14 Aug 20;BRONX;2
14 Aug 20;BROOKLYN;4
14 Aug 20;MANHATTAN;2
14 Aug 20;QUEENS;7
15 Aug 20;BRONX;7
15 Aug 20;BROOKLYN;11
15 Aug 20;MANHATTAN;4
15 Aug 20;QUEENS;2
16 Aug 20;BRONX;2
16 Aug 20;BROOKLYN;4
16 Aug 20;QUEENS;1
17 Aug 20;BRONX;1
17 Aug 20;BROOKLYN;5
17 Aug 20;MANHATTAN;1
18 Aug 20;BROOKLYN;2
18 Aug 20;MANHATTAN;3
18 Aug 20;QUEENS;4
19 Aug 20;BRONX;1
19 Aug 20;BROOKLYN;6
19 Aug 20;MANHATTAN;2
19 Aug 20;QUEENS;3
20 Aug 20;BROOKLYN;2
20 Aug 20;MANHATTAN;2
21 Aug 20;BRONX;10
21 Aug 20;BROOKLYN;6
22 Aug 20;BRONX;6
22 Aug 20;BROOKLYN;6
22 Aug 20;MANHATTAN;2
22 Aug 20;QUEENS;4
23 Aug 20;BRONX;4
23 Aug 20;BROOKLYN;8
23 Aug 20;QUEENS;3
24 Aug 20;BRONX;1
24 Aug 20;BROOKLYN;4
24 Aug 20;MANHATTAN;1
24 Aug 20;QUEENS;3
25 Aug 20;BROOKLYN;1
25 Aug 20;MANHATTAN;1
25 Aug 20;QUEENS;1
26 Aug 20;BRONX;1
26 Aug 20;BROOKLYN;3
26 Aug 20;QUEENS;2
27 Aug 20;BRONX;2
27 Aug 20;BROOKLYN;2
27 Aug 20;MANHATTAN;1
28 Aug 20;BRONX;7
28 Aug 20;BROOKLYN;4
29 Aug 20;BRONX;10
29 Aug 20;BROOKLYN;5
30 Aug 20;BRONX;1
30 Aug 20;BROOKLYN;11
30 Aug 20;MANHATTAN;2
30 Aug 20;QUEENS;3
31 Aug 20;BRONX;4
31 Aug 20;BROOKLYN;3
31 Aug 20;MANHATTAN;1
31 Aug 20;QUEENS;1
31 Aug 20;STATEN ISLAND;1
01 Sep 20;BRONX;3
01 Sep 20;BROOKLYN;6
01 Sep 20;MANHATTAN;2
02 Sep 20;BROOKLYN;4
02 Sep 20;MANHATTAN;3
02 Sep 20;QUEENS;1
03 Sep 20;BRONX;2
03 Sep 20;BROOKLYN;3
03 Sep 20;MANHATTAN;1
03 Sep 20;QUEENS;1
04 Sep 20;BRONX;3
04 Sep 20;BROOKLYN;2
04 Sep 20;QUEENS;2
05 Sep 20;BRONX;2
05 Sep 20;BROOKLYN;3
06 Sep 20;BRONX;1
06 Sep 20;BROOKLYN;4
06 Sep 20;QUEENS;3
07 Sep 20;BRONX;2
07 Sep 20;BROOKLYN;5
07 Sep 20;MANHATTAN;3
08 Sep 20;BRONX;1
08 Sep 20;BROOKLYN;6
08 Sep 20;QUEENS;5
09 Sep 20;BRONX;1
09 Sep 20;BROOKLYN;2
10 Sep 20;BRONX;3
10 Sep 20;BROOKLYN;7
11 Sep 20;BRONX;1
11 Sep 20;BROOKLYN;2
11 Sep 20;QUEENS;1
12 Sep 20;BRONX;7
12 Sep 20;BROOKLYN;3
12 Sep 20;MANHATTAN;2
12 Sep 20;QUEENS;3
13 Sep 20;BRONX;3
13 Sep 20;BROOKLYN;1
13 Sep 20;QUEENS;3
14 Sep 20;BRONX;1
14 Sep 20;QUEENS;1
14 Sep 20;STATEN ISLAND;2
15 Sep 20;BROOKLYN;2
15 Sep 20;MANHATTAN;1
15 Sep 20;STATEN ISLAND;2
16 Sep 20;BRONX;2
16 Sep 20;BROOKLYN;1
16 Sep 20;MANHATTAN;2
17 Sep 20;BRONX;3
17 Sep 20;BROOKLYN;1
17 Sep 20;STATEN ISLAND;1
18 Sep 20;BROOKLYN;3
18 Sep 20;QUEENS;2
19 Sep 20;BROOKLYN;1
19 Sep 20;MANHATTAN;1
19 Sep 20;QUEENS;1
20 Sep 20;BRONX;1
20 Sep 20;BROOKLYN;1
20 Sep 20;MANHATTAN;1
20 Sep 20;QUEENS;2
21 Sep 20;BRONX;3
21 Sep 20;BROOKLYN;4
22 Sep 20;MANHATTAN;1
22 Sep 20;QUEENS;1
23 Sep 20;BRONX;2
23 Sep 20;BROOKLYN;2
23 Sep 20;MANHATTAN;1
23 Sep 20;QUEENS;2
24 Sep 20;BROOKLYN;3
24 Sep 20;QUEENS;1
25 Sep 20;BRONX;1
25 Sep 20;BROOKLYN;3
25 Sep 20;MANHATTAN;1
26 Sep 20;BRONX;1
26 Sep 20;BROOKLYN;1
26 Sep 20;QUEENS;1
27 Sep 20;BROOKLYN;4
27 Sep 20;MANHATTAN;2
27 Sep 20;QUEENS;1
27 Sep 20;STATEN ISLAND;1
28 Sep 20;BRONX;1
28 Sep 20;BROOKLYN;3
29 Sep 20;BROOKLYN;1
29 Sep 20;MANHATTAN;1
30 Sep 20;BRONX;1
30 Sep 20;BROOKLYN;6
30 Sep 20;QUEENS;1
01 Oct 20;BRONX;1
01 Oct 20;BROOKLYN;1
02 Oct 20;MANHATTAN;1
02 Oct 20;QUEENS;2
03 Oct 20;BRONX;1
03 Oct 20;BROOKLYN;2
03 Oct 20;MANHATTAN;1
03 Oct 20;QUEENS;2
04 Oct 20;BROOKLYN;1
05 Oct 20;BRONX;3
05 Oct 20;BROOKLYN;1
05 Oct 20;QUEENS;2
06 Oct 20;BRONX;1
06 Oct 20;BROOKLYN;4
06 Oct 20;MANHATTAN;2
06 Oct 20;QUEENS;1
07 Oct 20;BROOKLYN;4
07 Oct 20;QUEENS;2
08 Oct 20;BRONX;1
09 Oct 20;BRONX;4
09 Oct 20;QUEENS;1
10 Oct 20;BRONX;3
10 Oct 20;BROOKLYN;1
10 Oct 20;MANHATTAN;2
11 Oct 20;BRONX;2
11 Oct 20;BROOKLYN;3
11 Oct 20;MANHATTAN;1
11 Oct 20;QUEENS;1
12 Oct 20;BRONX;2
12 Oct 20;BROOKLYN;1
12 Oct 20;MANHATTAN;1
13 Oct 20;BROOKLYN;2
13 Oct 20;QUEENS;1
14 Oct 20;BROOKLYN;3
14 Oct 20;MANHATTAN;1
15 Oct 20;BRONX;5
15 Oct 20;MANHATTAN;2
15 Oct 20;QUEENS;2
16 Oct 20;QUEENS;2
17 Oct 20;BROOKLYN;2
17 Oct 20;QUEENS;1
18 Oct 20;BRONX;3
18 Oct 20;BROOKLYN;4
18 Oct 20;MANHATTAN;1
19 Oct 20;BRONX;7
19 Oct 20;BROOKLYN;1
19 Oct 20;QUEENS;1
20 Oct 20;BROOKLYN;4
20 Oct 20;QUEENS;2
21 Oct 20;BRONX;1
21 Oct 20;BROOKLYN;7
21 Oct 20;MANHATTAN;3
22 Oct 20;BRONX;5
22 Oct 20;BROOKLYN;3
22 Oct 20;MANHATTAN;1
22 Oct 20;QUEENS;1
23 Oct 20;BRONX;2
23 Oct 20;BROOKLYN;3
23 Oct 20;MANHATTAN;2
23 Oct 20;QUEENS;2
24 Oct 20;BRONX;1
24 Oct 20;BROOKLYN;2
24 Oct 20;MANHATTAN;1
24 Oct 20;QUEENS;2
25 Oct 20;BRONX;1
25 Oct 20;BROOKLYN;2
25 Oct 20;QUEENS;1
26 Oct 20;BROOKLYN;2
26 Oct 20;MANHATTAN;1
26 Oct 20;QUEENS;1
27 Oct 20;BRONX;1
27 Oct 20;BROOKLYN;1
27 Oct 20;QUEENS;2
28 Oct 20;BROOKLYN;5
28 Oct 20;MANHATTAN;1
28 Oct 20;QUEENS;1
29 Oct 20;BRONX;1
29 Oct 20;BROOKLYN;1
30 Oct 20;STATEN ISLAND;1
31 Oct 20;BRONX;1
31 Oct 20;BROOKLYN;2
31 Oct 20;MANHATTAN;4
31 Oct 20;QUEENS;1
01 Nov 20;BRONX;1
01 Nov 20;BROOKLYN;1
01 Nov 20;MANHATTAN;1
01 Nov 20;QUEENS;1
02 Nov 20;BROOKLYN;1
02 Nov 20;QUEENS;1
03 Nov 20;BRONX;6
04 Nov 20;BRONX;4
04 Nov 20;MANHATTAN;3
05 Nov 20;BRONX;2
05 Nov 20;BROOKLYN;4
05 Nov 20;QUEENS;2
06 Nov 20;BRONX;3
06 Nov 20;MANHATTAN;1
07 Nov 20;BROOKLYN;5
07 Nov 20;MANHATTAN;1
07 Nov 20;QUEENS;2
08 Nov 20;BROOKLYN;2
08 Nov 20;STATEN ISLAND;1
09 Nov 20;BRONX;2
09 Nov 20;BROOKLYN;3
09 Nov 20;QUEENS;1
10 Nov 20;BRONX;1
10 Nov 20;BROOKLYN;1
10 Nov 20;QUEENS;1
11 Nov 20;BRONX;2
11 Nov 20;BROOKLYN;1
11 Nov 20;MANHATTAN;1
12 Nov 20;BROOKLYN;1
12 Nov 20;MANHATTAN;1
12 Nov 20;QUEENS;5
13 Nov 20;BRONX;1
13 Nov 20;QUEENS;1
14 Nov 20;BRONX;1
14 Nov 20;BROOKLYN;4
14 Nov 20;MANHATTAN;1
14 Nov 20;STATEN ISLAND;1
15 Nov 20;BRONX;1
15 Nov 20;BROOKLYN;2
15 Nov 20;STATEN ISLAND;1
16 Nov 20;BRONX;3
16 Nov 20;BROOKLYN;1
16 Nov 20;STATEN ISLAND;1
