Date;Borough;Total Shootings
04 Apr 10;MANHATTAN;2
04 Apr 10;QUEENS;1
05 Apr 10;BRONX;2
05 Apr 10;BROOKLYN;3
05 Apr 10;MANHATTAN;5
06 Apr 10;BROOKLYN;8
06 Apr 10;MANHATTAN;1
06 Apr 10;QUEENS;1
07 Apr 10;BROOKLYN;2
07 Apr 10;MANHATTAN;3
08 Apr 10;BRONX;1
09 Apr 10;BROOKLYN;7
09 Apr 10;QUEENS;1
10 Apr 10;BROOKLYN;1
10 Apr 10;QUEENS;1
11 Apr 10;BRONX;1
11 Apr 10;BROOKLYN;7
11 Apr 10;MANHATTAN;2
11 Apr 10;QUEENS;1
12 Apr 10;BRONX;2
12 Apr 10;BROOKLYN;16
12 Apr 10;MANHATTAN;2
13 Apr 10;BRONX;1
13 Apr 10;BROOKLYN;1
13 Apr 10;MANHATTAN;2
13 Apr 10;QUEENS;1
14 Apr 10;QUEENS;1
15 Apr 10;BROOKLYN;7
15 Apr 10;MANHATTAN;1
16 Apr 10;BRONX;5
16 Apr 10;BROOKLYN;2
17 Apr 10;BROOKLYN;2
18 Apr 10;BROOKLYN;4
19 Apr 10;BROOKLYN;1
19 Apr 10;MANHATTAN;3
19 Apr 10;QUEENS;1
20 Apr 10;BRONX;2
21 Apr 10;BROOKLYN;2
21 Apr 10;MANHATTAN;2
22 Apr 10;BRONX;1
23 Apr 10;BRONX;1
23 Apr 10;MANHATTAN;1
24 Apr 10;BROOKLYN;5
24 Apr 10;MANHATTAN;1
24 Apr 10;QUEENS;1
25 Apr 10;BRONX;1
25 Apr 10;QUEENS;1
26 Apr 10;BRONX;2
26 Apr 10;BROOKLYN;1
26 Apr 10;MANHATTAN;1
26 Apr 10;QUEENS;1
27 Apr 10;MANHATTAN;2
28 Apr 10;BROOKLYN;4
28 Apr 10;MANHATTAN;1
29 Apr 10;BRONX;2
29 Apr 10;BROOKLYN;3
29 Apr 10;QUEENS;2
30 Apr 10;BRONX;3
30 Apr 10;BROOKLYN;2
30 Apr 10;MANHATTAN;1
01 May 10;BRONX;1
01 May 10;BROOKLYN;3
01 May 10;MANHATTAN;1
02 May 10;BROOKLYN;5
02 May 10;STATEN ISLAND;1
03 May 10;BRONX;3
03 May 10;BROOKLYN;1
04 May 10;BROOKLYN;1
05 May 10;MANHATTAN;2
05 May 10;QUEENS;1
06 May 10;BRONX;1
06 May 10;BROOKLYN;1
06 May 10;QUEENS;2
07 May 10;BRONX;2
07 May 10;QUEENS;1
08 May 10;BRONX;6
08 May 10;BROOKLYN;1
09 May 10;BRONX;13
09 May 10;MANHATTAN;1
10 May 10;BROOKLYN;2
11 May 10;BROOKLYN;2
11 May 10;MANHATTAN;1
11 May 10;QUEENS;1
12 May 10;BRONX;1
12 May 10;BROOKLYN;1
13 May 10;BROOKLYN;2
15 May 10;BRONX;3
15 May 10;BROOKLYN;5
15 May 10;MANHATTAN;1
15 May 10;QUEENS;3
16 May 10;BRONX;1
16 May 10;BROOKLYN;4
16 May 10;MANHATTAN;2
17 May 10;BRONX;1
17 May 10;BROOKLYN;2
17 May 10;MANHATTAN;3
17 May 10;STATEN ISLAND;1
18 May 10;BRONX;1
18 May 10;MANHATTAN;1
19 May 10;BRONX;2
19 May 10;BROOKLYN;1
20 May 10;BROOKLYN;5
21 May 10;BRONX;2
21 May 10;BROOKLYN;2
22 May 10;BROOKLYN;5
22 May 10;MANHATTAN;1
22 May 10;QUEENS;4
23 May 10;BRONX;6
23 May 10;BROOKLYN;1
23 May 10;MANHATTAN;3
23 May 10;QUEENS;8
24 May 10;BRONX;1
25 May 10;BROOKLYN;2
25 May 10;QUEENS;2
26 May 10;BRONX;1
26 May 10;BROOKLYN;2
26 May 10;MANHATTAN;1
27 May 10;BROOKLYN;1
27 May 10;MANHATTAN;1
27 May 10;QUEENS;4
28 May 10;BROOKLYN;1
28 May 10;MANHATTAN;2
28 May 10;QUEENS;1
29 May 10;BRONX;2
29 May 10;BROOKLYN;3
30 May 10;BRONX;2
30 May 10;BROOKLYN;2
30 May 10;MANHATTAN;3
31 May 10;BRONX;3
31 May 10;BROOKLYN;4
31 May 10;MANHATTAN;1
31 May 10;QUEENS;2
01 Jun 10;BRONX;2
01 Jun 10;BROOKLYN;2
01 Jun 10;QUEENS;4
02 Jun 10;BRONX;6
02 Jun 10;BROOKLYN;2
03 Jun 10;BRONX;1
03 Jun 10;BROOKLYN;1
03 Jun 10;MANHATTAN;1
04 Jun 10;BRONX;1
04 Jun 10;BROOKLYN;2
04 Jun 10;MANHATTAN;1
04 Jun 10;QUEENS;1
05 Jun 10;BRONX;2
05 Jun 10;BROOKLYN;6
05 Jun 10;MANHATTAN;1
05 Jun 10;QUEENS;2
06 Jun 10;BRONX;3
06 Jun 10;BROOKLYN;13
07 Jun 10;BROOKLYN;2
08 Jun 10;BROOKLYN;2
08 Jun 10;QUEENS;1
09 Jun 10;BRONX;2
09 Jun 10;BROOKLYN;6
09 Jun 10;STATEN ISLAND;1
10 Jun 10;BRONX;1
10 Jun 10;BROOKLYN;1
11 Jun 10;BROOKLYN;2
11 Jun 10;QUEENS;1
12 Jun 10;BRONX;3
12 Jun 10;BROOKLYN;2
12 Jun 10;MANHATTAN;1
13 Jun 10;BRONX;2
13 Jun 10;BROOKLYN;6
13 Jun 10;MANHATTAN;2
13 Jun 10;QUEENS;1
13 Jun 10;STATEN ISLAND;1
14 Jun 10;BROOKLYN;4
14 Jun 10;MANHATTAN;1
15 Jun 10;BRONX;2
16 Jun 10;BRONX;3
16 Jun 10;BROOKLYN;1
17 Jun 10;BRONX;3
18 Jun 10;BROOKLYN;1
18 Jun 10;MANHATTAN;3
19 Jun 10;BRONX;3
19 Jun 10;BROOKLYN;4
19 Jun 10;MANHATTAN;1
20 Jun 10;BRONX;3
20 Jun 10;BROOKLYN;7
20 Jun 10;MANHATTAN;5
20 Jun 10;QUEENS;3
20 Jun 10;STATEN ISLAND;1
21 Jun 10;BROOKLYN;8
21 Jun 10;MANHATTAN;1
21 Jun 10;QUEENS;2
22 Jun 10;BRONX;1
22 Jun 10;BROOKLYN;2
23 Jun 10;BRONX;1
24 Jun 10;BROOKLYN;3
24 Jun 10;QUEENS;1
25 Jun 10;BRONX;1
25 Jun 10;BROOKLYN;6
25 Jun 10;MANHATTAN;1
25 Jun 10;QUEENS;1
26 Jun 10;BRONX;8
26 Jun 10;BROOKLYN;6
26 Jun 10;MANHATTAN;1
26 Jun 10;QUEENS;1
27 Jun 10;BRONX;6
27 Jun 10;BROOKLYN;4
27 Jun 10;QUEENS;3
28 Jun 10;BROOKLYN;4
28 Jun 10;MANHATTAN;3
29 Jun 10;BRONX;2
29 Jun 10;BROOKLYN;2
29 Jun 10;QUEENS;2
30 Jun 10;BRONX;3
30 Jun 10;BROOKLYN;10
30 Jun 10;QUEENS;3
01 Jul 10;BRONX;1
02 Jul 10;BRONX;1
02 Jul 10;BROOKLYN;4
02 Jul 10;QUEENS;2
03 Jul 10;BRONX;1
03 Jul 10;BROOKLYN;4
03 Jul 10;MANHATTAN;1
04 Jul 10;BROOKLYN;8
04 Jul 10;MANHATTAN;5
04 Jul 10;QUEENS;3
05 Jul 10;BROOKLYN;8
05 Jul 10;MANHATTAN;2
05 Jul 10;STATEN ISLAND;1
06 Jul 10;BRONX;1
06 Jul 10;MANHATTAN;1
07 Jul 10;BRONX;3
07 Jul 10;BROOKLYN;2
08 Jul 10;BRONX;2
08 Jul 10;BROOKLYN;4
08 Jul 10;QUEENS;1
09 Jul 10;BRONX;1
09 Jul 10;BROOKLYN;1
09 Jul 10;QUEENS;1
10 Jul 10;BROOKLYN;4
11 Jul 10;BRONX;9
11 Jul 10;BROOKLYN;10
11 Jul 10;QUEENS;4
12 Jul 10;BRONX;1
12 Jul 10;MANHATTAN;1
13 Jul 10;BRONX;1
13 Jul 10;MANHATTAN;1
14 Jul 10;BRONX;4
14 Jul 10;BROOKLYN;4
15 Jul 10;BRONX;5
15 Jul 10;BROOKLYN;5
15 Jul 10;MANHATTAN;1
16 Jul 10;BRONX;1
16 Jul 10;BROOKLYN;3
17 Jul 10;BRONX;1
17 Jul 10;BROOKLYN;2
17 Jul 10;MANHATTAN;4
17 Jul 10;QUEENS;1
18 Jul 10;BRONX;3
18 Jul 10;BROOKLYN;8
18 Jul 10;MANHATTAN;2
18 Jul 10;QUEENS;2
19 Jul 10;BRONX;2
19 Jul 10;BROOKLYN;9
19 Jul 10;MANHATTAN;1
20 Jul 10;BRONX;3
20 Jul 10;BROOKLYN;1
21 Jul 10;BRONX;1
21 Jul 10;MANHATTAN;2
21 Jul 10;QUEENS;1
22 Jul 10;BRONX;3
22 Jul 10;QUEENS;1
23 Jul 10;BROOKLYN;3
23 Jul 10;STATEN ISLAND;2
24 Jul 10;BRONX;1
24 Jul 10;BROOKLYN;2
24 Jul 10;QUEENS;1
25 Jul 10;BRONX;1
25 Jul 10;BROOKLYN;5
25 Jul 10;QUEENS;1
26 Jul 10;BRONX;3
26 Jul 10;BROOKLYN;3
27 Jul 10;BRONX;1
27 Jul 10;MANHATTAN;1
28 Jul 10;BRONX;2
28 Jul 10;BROOKLYN;4
29 Jul 10;BRONX;1
29 Jul 10;BROOKLYN;4
29 Jul 10;QUEENS;1
30 Jul 10;BRONX;1
30 Jul 10;MANHATTAN;1
31 Jul 10;BRONX;4
31 Jul 10;BROOKLYN;5
31 Jul 10;MANHATTAN;2
31 Jul 10;QUEENS;3
01 Aug 10;BROOKLYN;10
01 Aug 10;MANHATTAN;1
01 Aug 10;QUEENS;1
02 Aug 10;BRONX;2
02 Aug 10;BROOKLYN;3
02 Aug 10;MANHATTAN;3
03 Aug 10;BROOKLYN;1
03 Aug 10;QUEENS;2
04 Aug 10;BROOKLYN;3
04 Aug 10;MANHATTAN;1
05 Aug 10;BRONX;1
05 Aug 10;BROOKLYN;1
05 Aug 10;QUEENS;1
06 Aug 10;BRONX;2
06 Aug 10;BROOKLYN;2
07 Aug 10;BRONX;13
07 Aug 10;BROOKLYN;5
07 Aug 10;MANHATTAN;5
08 Aug 10;BRONX;3
08 Aug 10;BROOKLYN;4
08 Aug 10;MANHATTAN;3
08 Aug 10;QUEENS;1
09 Aug 10;BRONX;2
09 Aug 10;BROOKLYN;4
09 Aug 10;MANHATTAN;1
10 Aug 10;BRONX;2
10 Aug 10;BROOKLYN;4
10 Aug 10;MANHATTAN;3
11 Aug 10;BRONX;1
11 Aug 10;BROOKLYN;1
11 Aug 10;QUEENS;3
12 Aug 10;BRONX;2
13 Aug 10;BRONX;1
13 Aug 10;MANHATTAN;1
14 Aug 10;BRONX;6
14 Aug 10;BROOKLYN;1
14 Aug 10;MANHATTAN;1
14 Aug 10;QUEENS;1
14 Aug 10;STATEN ISLAND;1
15 Aug 10;BRONX;2
15 Aug 10;BROOKLYN;9
15 Aug 10;MANHATTAN;3
16 Aug 10;BRONX;3
16 Aug 10;MANHATTAN;1
16 Aug 10;QUEENS;1
17 Aug 10;BROOKLYN;1
17 Aug 10;QUEENS;1
18 Aug 10;BROOKLYN;1
19 Aug 10;BROOKLYN;3
19 Aug 10;QUEENS;1
20 Aug 10;BROOKLYN;1
20 Aug 10;QUEENS;2
21 Aug 10;BRONX;2
21 Aug 10;BROOKLYN;2
21 Aug 10;MANHATTAN;1
21 Aug 10;QUEENS;4
22 Aug 10;BRONX;1
22 Aug 10;BROOKLYN;5
22 Aug 10;MANHATTAN;4
22 Aug 10;QUEENS;1
23 Aug 10;BRONX;1
23 Aug 10;BROOKLYN;3
23 Aug 10;MANHATTAN;1
24 Aug 10;BROOKLYN;2
25 Aug 10;BRONX;1
25 Aug 10;BROOKLYN;4
26 Aug 10;BRONX;4
26 Aug 10;BROOKLYN;2
27 Aug 10;BRONX;2
28 Aug 10;BRONX;5
28 Aug 10;MANHATTAN;1
28 Aug 10;QUEENS;1
29 Aug 10;BRONX;4
29 Aug 10;BROOKLYN;6
29 Aug 10;QUEENS;3
30 Aug 10;BROOKLYN;6
31 Aug 10;BRONX;2
31 Aug 10;BROOKLYN;3
01 Sep 10;BRONX;2
01 Sep 10;BROOKLYN;2
01 Sep 10;MANHATTAN;5
02 Sep 10;BRONX;1
02 Sep 10;BROOKLYN;4
02 Sep 10;STATEN ISLAND;1
03 Sep 10;BRONX;6
03 Sep 10;BROOKLYN;7
03 Sep 10;MANHATTAN;1
04 Sep 10;BROOKLYN;2
04 Sep 10;QUEENS;1
05 Sep 10;BRONX;1
05 Sep 10;BROOKLYN;2
06 Sep 10;BROOKLYN;8
06 Sep 10;QUEENS;1
07 Sep 10;BRONX;2
08 Sep 10;BRONX;2
08 Sep 10;BROOKLYN;1
09 Sep 10;BRONX;3
09 Sep 10;BROOKLYN;5
10 Sep 10;BRONX;2
10 Sep 10;BROOKLYN;3
11 Sep 10;BRONX;3
11 Sep 10;BROOKLYN;4
11 Sep 10;QUEENS;6
12 Sep 10;BRONX;1
12 Sep 10;BROOKLYN;4
12 Sep 10;MANHATTAN;2
13 Sep 10;BRONX;1
14 Sep 10;BROOKLYN;1
14 Sep 10;QUEENS;2
15 Sep 10;QUEENS;1
16 Sep 10;BRONX;2
17 Sep 10;BRONX;1
17 Sep 10;MANHATTAN;2
17 Sep 10;STATEN ISLAND;1
18 Sep 10;BRONX;5
18 Sep 10;BROOKLYN;3
18 Sep 10;QUEENS;1
18 Sep 10;STATEN ISLAND;1
19 Sep 10;BRONX;3
19 Sep 10;BROOKLYN;4
19 Sep 10;QUEENS;2
20 Sep 10;BROOKLYN;3
21 Sep 10;BROOKLYN;5
22 Sep 10;BRONX;1
22 Sep 10;BROOKLYN;4
22 Sep 10;QUEENS;1
23 Sep 10;BRONX;1
23 Sep 10;BROOKLYN;2
23 Sep 10;MANHATTAN;2
23 Sep 10;QUEENS;2
24 Sep 10;BRONX;7
24 Sep 10;BROOKLYN;6
24 Sep 10;MANHATTAN;2
24 Sep 10;STATEN ISLAND;1
25 Sep 10;BRONX;1
25 Sep 10;BROOKLYN;5
25 Sep 10;QUEENS;1
26 Sep 10;BRONX;1
26 Sep 10;BROOKLYN;3
26 Sep 10;MANHATTAN;3
26 Sep 10;QUEENS;2
27 Sep 10;BROOKLYN;1
28 Sep 10;BRONX;1
28 Sep 10;BROOKLYN;2
28 Sep 10;QUEENS;1
28 Sep 10;STATEN ISLAND;1
29 Sep 10;BRONX;2
29 Sep 10;BROOKLYN;3
29 Sep 10;MANHATTAN;2
30 Sep 10;BRONX;3
30 Sep 10;MANHATTAN;1
01 Oct 10;BRONX;2
01 Oct 10;BROOKLYN;2
02 Oct 10;BROOKLYN;3
03 Oct 10;BRONX;2
03 Oct 10;BROOKLYN;2
03 Oct 10;MANHATTAN;4
04 Oct 10;BROOKLYN;2
04 Oct 10;MANHATTAN;3
04 Oct 10;QUEENS;4
05 Oct 10;BROOKLYN;5
06 Oct 10;BRONX;1
06 Oct 10;BROOKLYN;2
06 Oct 10;MANHATTAN;1
07 Oct 10;BROOKLYN;4
07 Oct 10;QUEENS;2
08 Oct 10;BROOKLYN;1
09 Oct 10;BRONX;5
09 Oct 10;MANHATTAN;2
09 Oct 10;QUEENS;1
10 Oct 10;BRONX;2
10 Oct 10;BROOKLYN;2
10 Oct 10;MANHATTAN;1
11 Oct 10;BRONX;1
11 Oct 10;QUEENS;1
12 Oct 10;BROOKLYN;2
12 Oct 10;MANHATTAN;1
12 Oct 10;QUEENS;1
13 Oct 10;BRONX;1
13 Oct 10;BROOKLYN;1
14 Oct 10;BROOKLYN;2
15 Oct 10;BROOKLYN;2
15 Oct 10;QUEENS;1
16 Oct 10;BRONX;1
16 Oct 10;BROOKLYN;2
17 Oct 10;BRONX;1
17 Oct 10;BROOKLYN;1
18 Oct 10;BROOKLYN;1
18 Oct 10;MANHATTAN;2
20 Oct 10;BRONX;2
20 Oct 10;BROOKLYN;3
21 Oct 10;BROOKLYN;1
22 Oct 10;BRONX;1
22 Oct 10;BROOKLYN;2
23 Oct 10;BRONX;1
23 Oct 10;MANHATTAN;1
23 Oct 10;QUEENS;8
24 Oct 10;BRONX;2
24 Oct 10;BROOKLYN;1
24 Oct 10;MANHATTAN;1
25 Oct 10;BROOKLYN;2
25 Oct 10;MANHATTAN;1
26 Oct 10;BRONX;1
26 Oct 10;BROOKLYN;3
26 Oct 10;MANHATTAN;3
27 Oct 10;BRONX;3
27 Oct 10;BROOKLYN;2
28 Oct 10;BRONX;4
28 Oct 10;BROOKLYN;5
28 Oct 10;MANHATTAN;1
28 Oct 10;QUEENS;2
29 Oct 10;BRONX;4
29 Oct 10;BROOKLYN;1
30 Oct 10;BROOKLYN;4
30 Oct 10;QUEENS;3
31 Oct 10;BRONX;4
31 Oct 10;BROOKLYN;2
31 Oct 10;QUEENS;2
01 Nov 10;BRONX;1
01 Nov 10;BROOKLYN;2
01 Nov 10;MANHATTAN;2
02 Nov 10;BROOKLYN;2
04 Nov 10;QUEENS;2
05 Nov 10;BROOKLYN;2
06 Nov 10;BRONX;2
06 Nov 10;BROOKLYN;5
06 Nov 10;QUEENS;2
07 Nov 10;BRONX;1
07 Nov 10;BROOKLYN;5
08 Nov 10;BRONX;2
08 Nov 10;BROOKLYN;4
08 Nov 10;MANHATTAN;1
09 Nov 10;BRONX;1
09 Nov 10;BROOKLYN;1
10 Nov 10;BRONX;1
10 Nov 10;BROOKLYN;1
11 Nov 10;BRONX;1
11 Nov 10;BROOKLYN;1
12 Nov 10;BRONX;1
12 Nov 10;BROOKLYN;2
12 Nov 10;QUEENS;1
13 Nov 10;BRONX;4
13 Nov 10;BROOKLYN;2
13 Nov 10;MANHATTAN;1
13 Nov 10;QUEENS;6
14 Nov 10;BRONX;2
14 Nov 10;BROOKLYN;6
14 Nov 10;MANHATTAN;4
15 Nov 10;QUEENS;1
16 Nov 10;BROOKLYN;1
16 Nov 10;QUEENS;1
19 Nov 10;BRONX;1
19 Nov 10;MANHATTAN;1
19 Nov 10;QUEENS;8
20 Nov 10;BRONX;4
20 Nov 10;BROOKLYN;1
20 Nov 10;MANHATTAN;1
20 Nov 10;QUEENS;2
21 Nov 10;BRONX;6
21 Nov 10;BROOKLYN;2
21 Nov 10;MANHATTAN;1
22 Nov 10;BRONX;5
22 Nov 10;BROOKLYN;2
23 Nov 10;BRONX;1
23 Nov 10;BROOKLYN;1
24 Nov 10;BRONX;1
24 Nov 10;BROOKLYN;1
25 Nov 10;BRONX;1
25 Nov 10;BROOKLYN;1
25 Nov 10;MANHATTAN;2
26 Nov 10;BROOKLYN;1
26 Nov 10;MANHATTAN;4
26 Nov 10;QUEENS;2
26 Nov 10;STATEN ISLAND;1
27 Nov 10;BROOKLYN;3
28 Nov 10;BRONX;1
28 Nov 10;BROOKLYN;2
28 Nov 10;QUEENS;1
29 Nov 10;BROOKLYN;5
29 Nov 10;QUEENS;3
30 Nov 10;BRONX;1
30 Nov 10;BROOKLYN;1
30 Nov 10;MANHATTAN;1
30 Nov 10;QUEENS;1
01 Dec 10;BRONX;1
01 Dec 10;MANHATTAN;1
03 Dec 10;BRONX;1
03 Dec 10;MANHATTAN;1
03 Dec 10;QUEENS;1
04 Dec 10;BRONX;3
04 Dec 10;BROOKLYN;1
04 Dec 10;QUEENS;1
05 Dec 10;BRONX;2
05 Dec 10;BROOKLYN;3
05 Dec 10;QUEENS;1
06 Dec 10;BRONX;2
06 Dec 10;BROOKLYN;1
06 Dec 10;QUEENS;1
07 Dec 10;BRONX;1
07 Dec 10;BROOKLYN;3
07 Dec 10;MANHATTAN;2
09 Dec 10;QUEENS;1
10 Dec 10;BRONX;1
10 Dec 10;BROOKLYN;3
11 Dec 10;BRONX;1
11 Dec 10;BROOKLYN;4
11 Dec 10;MANHATTAN;2
12 Dec 10;BRONX;1
12 Dec 10;BROOKLYN;4
12 Dec 10;MANHATTAN;1
13 Dec 10;BRONX;2
13 Dec 10;BROOKLYN;2
13 Dec 10;MANHATTAN;1
13 Dec 10;QUEENS;1
14 Dec 10;MANHATTAN;1
15 Dec 10;MANHATTAN;1
15 Dec 10;QUEENS;1
16 Dec 10;BRONX;1
16 Dec 10;BROOKLYN;1
16 Dec 10;QUEENS;1
17 Dec 10;BRONX;1
17 Dec 10;QUEENS;1
18 Dec 10;BRONX;1
18 Dec 10;BROOKLYN;5
18 Dec 10;MANHATTAN;3
18 Dec 10;STATEN ISLAND;1
19 Dec 10;BRONX;1
19 Dec 10;MANHATTAN;1
20 Dec 10;BROOKLYN;1
20 Dec 10;QUEENS;1
21 Dec 10;BROOKLYN;2
21 Dec 10;MANHATTAN;1
22 Dec 10;BRONX;1
22 Dec 10;BROOKLYN;2
23 Dec 10;BRONX;1
23 Dec 10;BROOKLYN;1
23 Dec 10;MANHATTAN;1
24 Dec 10;BRONX;2
24 Dec 10;BROOKLYN;1
25 Dec 10;BROOKLYN;3
25 Dec 10;QUEENS;1
26 Dec 10;BRONX;4
26 Dec 10;BROOKLYN;4
26 Dec 10;MANHATTAN;6
27 Dec 10;BRONX;1
27 Dec 10;BROOKLYN;1
27 Dec 10;QUEENS;1
28 Dec 10;BRONX;1
28 Dec 10;MANHATTAN;1
28 Dec 10;STATEN ISLAND;4
29 Dec 10;BROOKLYN;1
29 Dec 10;QUEENS;2
30 Dec 10;BRONX;2
30 Dec 10;BROOKLYN;1
30 Dec 10;QUEENS;1
31 Dec 10;BRONX;2
31 Dec 10;BROOKLYN;3
31 Dec 10;MANHATTAN;1
31 Dec 10;QUEENS;4
01 Jan 11;BRONX;1
01 Jan 11;BROOKLYN;3
01 Jan 11;MANHATTAN;6
01 Jan 11;QUEENS;2
02 Jan 11;BRONX;2
02 Jan 11;BROOKLYN;2
03 Jan 11;BROOKLYN;1
05 Jan 11;BRONX;1
05 Jan 11;BROOKLYN;1
05 Jan 11;STATEN ISLAND;3
06 Jan 11;BROOKLYN;1
06 Jan 11;MANHATTAN;3
06 Jan 11;QUEENS;1
08 Jan 11;BROOKLYN;1
09 Jan 11;BROOKLYN;1
09 Jan 11;MANHATTAN;3
10 Jan 11;BRONX;1
10 Jan 11;BROOKLYN;2
10 Jan 11;MANHATTAN;1
11 Jan 11;BROOKLYN;1
11 Jan 11;STATEN ISLAND;1
12 Jan 11;MANHATTAN;1
13 Jan 11;BRONX;2
13 Jan 11;QUEENS;2
14 Jan 11;BRONX;2
14 Jan 11;BROOKLYN;5
15 Jan 11;BRONX;1
15 Jan 11;BROOKLYN;1
15 Jan 11;MANHATTAN;2
16 Jan 11;BRONX;1
16 Jan 11;BROOKLYN;6
16 Jan 11;QUEENS;2
17 Jan 11;BRONX;1
17 Jan 11;BROOKLYN;2
18 Jan 11;QUEENS;1
19 Jan 11;BROOKLYN;1
20 Jan 11;BRONX;1
21 Jan 11;BRONX;1
21 Jan 11;BROOKLYN;3
22 Jan 11;BRONX;2
22 Jan 11;BROOKLYN;1
22 Jan 11;QUEENS;1
23 Jan 11;BRONX;1
23 Jan 11;BROOKLYN;3
24 Jan 11;BRONX;1
24 Jan 11;BROOKLYN;1
25 Jan 11;BROOKLYN;1
27 Jan 11;BRONX;2
28 Jan 11;BROOKLYN;1
29 Jan 11;BRONX;4
29 Jan 11;BROOKLYN;1
29 Jan 11;MANHATTAN;1
29 Jan 11;QUEENS;1
30 Jan 11;QUEENS;2
31 Jan 11;BRONX;1
31 Jan 11;BROOKLYN;3
31 Jan 11;MANHATTAN;2
01 Feb 11;BROOKLYN;1
02 Feb 11;BROOKLYN;7
02 Feb 11;MANHATTAN;1
02 Feb 11;QUEENS;1
03 Feb 11;BROOKLYN;1
03 Feb 11;MANHATTAN;1
04 Feb 11;BRONX;4
05 Feb 11;BROOKLYN;2
05 Feb 11;MANHATTAN;1
05 Feb 11;QUEENS;1
06 Feb 11;BRONX;5
06 Feb 11;BROOKLYN;2
06 Feb 11;QUEENS;2
07 Feb 11;BROOKLYN;4
08 Feb 11;QUEENS;1
09 Feb 11;BRONX;1
09 Feb 11;BROOKLYN;1
10 Feb 11;MANHATTAN;2
10 Feb 11;QUEENS;1
11 Feb 11;BRONX;1
11 Feb 11;BROOKLYN;1
11 Feb 11;MANHATTAN;1
11 Feb 11;QUEENS;1
12 Feb 11;BROOKLYN;2
12 Feb 11;QUEENS;2
13 Feb 11;BROOKLYN;3
13 Feb 11;STATEN ISLAND;1
14 Feb 11;BRONX;3
14 Feb 11;MANHATTAN;1
15 Feb 11;BROOKLYN;1
16 Feb 11;BRONX;1
16 Feb 11;BROOKLYN;2
17 Feb 11;BRONX;1
17 Feb 11;BROOKLYN;1
18 Feb 11;BRONX;1
18 Feb 11;QUEENS;1
20 Feb 11;BRONX;1
20 Feb 11;BROOKLYN;9
20 Feb 11;MANHATTAN;1
20 Feb 11;QUEENS;1
21 Feb 11;BROOKLYN;2
24 Feb 11;BRONX;2
25 Feb 11;BROOKLYN;3
25 Feb 11;QUEENS;2
26 Feb 11;BRONX;2
26 Feb 11;BROOKLYN;1
26 Feb 11;MANHATTAN;2
27 Feb 11;BRONX;5
27 Feb 11;MANHATTAN;2
28 Feb 11;BROOKLYN;1
28 Feb 11;QUEENS;1
01 Mar 11;BRONX;1
01 Mar 11;BROOKLYN;2
02 Mar 11;BRONX;1
04 Mar 11;BROOKLYN;2
05 Mar 11;BRONX;4
05 Mar 11;BROOKLYN;2
06 Mar 11;BROOKLYN;1
06 Mar 11;MANHATTAN;1
06 Mar 11;QUEENS;1
07 Mar 11;BRONX;1
08 Mar 11;BROOKLYN;1
08 Mar 11;QUEENS;1
09 Mar 11;BRONX;1
10 Mar 11;BRONX;2
11 Mar 11;QUEENS;1
11 Mar 11;STATEN ISLAND;1
12 Mar 11;BRONX;2
12 Mar 11;BROOKLYN;3
13 Mar 11;BRONX;2
13 Mar 11;BROOKLYN;1
13 Mar 11;QUEENS;2
14 Mar 11;BROOKLYN;1
16 Mar 11;QUEENS;4
17 Mar 11;BROOKLYN;3
17 Mar 11;QUEENS;2
18 Mar 11;BROOKLYN;3
19 Mar 11;BRONX;2
19 Mar 11;BROOKLYN;4
19 Mar 11;QUEENS;2
20 Mar 11;BROOKLYN;3
20 Mar 11;QUEENS;1
21 Mar 11;BROOKLYN;4
21 Mar 11;MANHATTAN;1
22 Mar 11;BRONX;3
22 Mar 11;BROOKLYN;3
23 Mar 11;BROOKLYN;2
23 Mar 11;MANHATTAN;1
24 Mar 11;BROOKLYN;1
25 Mar 11;BROOKLYN;2
25 Mar 11;QUEENS;1
26 Mar 11;BROOKLYN;2
26 Mar 11;QUEENS;4
27 Mar 11;BROOKLYN;1
27 Mar 11;STATEN ISLAND;1
28 Mar 11;BRONX;1
28 Mar 11;BROOKLYN;1
29 Mar 11;BROOKLYN;1
30 Mar 11;QUEENS;1
31 Mar 11;BRONX;1
01 Apr 11;BROOKLYN;2
01 Apr 11;MANHATTAN;1
01 Apr 11;QUEENS;2
02 Apr 11;BRONX;1
02 Apr 11;BROOKLYN;8
02 Apr 11;QUEENS;1
03 Apr 11;BRONX;2
03 Apr 11;BROOKLYN;1
04 Apr 11;BRONX;1
05 Apr 11;BROOKLYN;1
06 Apr 11;BRONX;2
06 Apr 11;BROOKLYN;6
07 Apr 11;BRONX;6
07 Apr 11;BROOKLYN;2
07 Apr 11;QUEENS;1
08 Apr 11;BRONX;2
08 Apr 11;BROOKLYN;2
08 Apr 11;QUEENS;1
09 Apr 11;BRONX;1
09 Apr 11;BROOKLYN;1
10 Apr 11;BRONX;2
10 Apr 11;BROOKLYN;1
11 Apr 11;BRONX;2
11 Apr 11;BROOKLYN;6
11 Apr 11;MANHATTAN;1
12 Apr 11;BRONX;4
12 Apr 11;BROOKLYN;2
12 Apr 11;MANHATTAN;1
13 Apr 11;BROOKLYN;1
14 Apr 11;BRONX;5
14 Apr 11;BROOKLYN;1
15 Apr 11;BROOKLYN;1
